movieId,title,era,genres,tag,story,runtime,director,season
22,Copycat,B,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-0.5739945   1.3710428   0.46959543  0.67776066 -0.0023428   0.5911363
 -0.21476816 -1.3839353   1.1711359   0.6459017   0.546138    0.02338295
  0.01723958  1.8683964   0.52190036  1.155815   -0.21808344 -0.6501291
  0.1661974   1.3894368 ]","[-0.03937296 -0.04602198  0.04207135 -0.02170037  0.04847967 -0.0133051
  0.04805795 -0.02990047  0.0166982   0.02210433 -0.04338919  0.0260676
 -0.03297574 -0.01857464  0.02280149  0.04756213 -0.01407459 -0.01534859
  0.00126122 -0.00288393]",0.9435638827601707,Christopher Nolan,Spr
25,Leaving Las Vegas,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[-1.315566    1.1097536  -0.15395695  0.8011072  -0.43179324  0.01359432
  0.8342863  -0.621819    0.02200527  1.2051313  -0.82225263 -0.9839709
  0.57706475  0.19123575 -0.70741004 -0.37990806 -0.28393954 -0.72057605
 -0.30888176  0.8562059 ]","[-0.0486981  -0.03949456  0.02886253  0.03588829 -0.02326206  0.01644878
 -0.00624669  0.01749877 -0.0310604   0.01436445 -0.02461336 -0.03292676
  0.04260296 -0.03923671 -0.01490607  0.02197543 -0.04199266 -0.0237798
  0.00425847 -0.02923941]",0.13487453813209385,Christopher Nolan,Sum
26,Othello,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.18632688  1.4345552  -0.44606662  0.55525744 -0.4981623  -0.1754546
  0.47600332  0.35759735  0.33820415  0.16296759 -0.9663493  -0.57932675
 -0.63001114  1.3212824  -0.0804648  -0.21437208 -1.0592645  -0.85759795
  0.07986121  0.62702966]","[ 0.0442967   0.04504261  0.03712773  0.01413923 -0.02504496 -0.00246577
 -0.00999004  0.03080734 -0.03481441 -0.04345428 -0.04841535 -0.04007144
 -0.03215231 -0.01154988 -0.01174043  0.03142582  0.02257732  0.02596345
  0.01314325  0.01017005]",0.1578930480834437,Christopher Nolan,Aut
28,Persuasion,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[-0.44868302  0.22361241 -0.4136922  -0.32563728 -1.0319133   0.40040153
 -0.45098522  0.12949577  0.5306982   1.7648338  -0.7610324  -0.83898574
  0.08192765  2.679156    0.98037946  0.67002237 -1.0348969  -0.5088632
 -0.5849206   1.127725  ]","[ 0.02289807  0.04382612  0.02664839  0.01022657 -0.01034836  0.02596457
  0.03620619  0.04617081  0.03256297  0.02324222 -0.04965154  0.01731126
 -0.00983469  0.01928007  0.03186364 -0.01142017 -0.0436874  -0.01168469
 -0.02542704 -0.01855746]",0.44842546749083456,Christopher Nolan,Aut
29,"City of Lost Children, The (Cité des enfants perdus, La)",B,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-0.41683182  1.0479325   0.36562622 -0.57736355 -0.7985193   0.47573623
  1.339772   -1.4666544   0.6466076   0.7770986  -0.2120636  -0.34653923
  0.1494079   0.95520025  0.5257894  -0.00604378 -1.3499922   0.5218862
  0.69416726  0.18612729]","[-0.02791336  0.02573771  0.00349218  0.00095524 -0.02386252  0.04834449
  0.00296552 -0.01259677 -0.04610629  0.01422275 -0.03791761 -0.02325755
 -0.04539411  0.00642114  0.04172624  0.02943829 -0.01581113 -0.00577165
  0.04848967 -0.03396655]",0.7437518414724082,Christopher Nolan,Spr
31,Dangerous Minds,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.09407327  0.8011612   0.0969937   0.79115665 -0.43267804  0.0394018
  0.01402629 -0.41235822 -0.08810384  0.10840313 -1.2481744  -1.76396
 -0.23945941  1.7255031  -0.9430725  -1.0713464   0.68924385 -1.0308867
  1.279751    1.4037703 ]","[-0.01962736  0.03705065  0.00968614  0.03917017 -0.00684465 -0.02874619
  0.00527834  0.04334145  0.01477172 -0.02326328 -0.00433838 -0.04815987
  0.03688099  0.03965799  0.01695884 -0.02487862  0.03286096  0.00820442
  0.01616681  0.03612881]",0.08630899766760716,Christopher Nolan,Spr
32,Twelve Monkeys (a.k.a. 12 Monkeys),B,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[-1.6152526   2.6765134   1.3079307   0.2377275   0.95835763  1.7349226
  1.7803892  -0.9719516   2.344487    0.5029639  -1.3272558   1.9141582
 -2.0583656   0.20968333 -1.2665876   0.5248099  -0.8057795  -2.0337994
  2.3289216   0.2734151 ]","[-0.48343498  1.4478031  -0.1606578   0.5485953   0.444344    0.9185589
  1.1378444  -0.64250076  0.47430465  1.0301253  -0.06168296  0.74198496
 -0.11498097  0.05712285 -0.09471709  0.7562134  -0.09401232  0.26577732
  0.25147077  0.7264025 ]",0.32988314262605145,Christopher Nolan,Win
34,Babe,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-0.17125241  1.4320171  -1.5186256   1.1606395  -0.725441    0.3163667
  0.90275884 -1.385839    1.9980756   1.597247   -3.1923459   0.18428844
 -0.36111197  0.43268368 -0.75725675 -0.9127997  -2.3661032   1.3137374
 -1.7256091   1.1953211 ]","[ 0.08380562  0.74128014 -0.19415103  0.7033877   0.5675933   0.49551246
  1.8624421  -1.0082647   0.89522886  0.6978972  -0.3764346   0.29783258
  0.21344236  0.05310009 -0.3441431   0.5247097  -0.5514962   0.6901245
  0.25322166  0.03126872]",0.37720819964467245,Christopher Nolan,Spr
36,Dead Man Walking,B,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[ 1.1016256   0.932621   -0.89397097 -0.6267798   0.60049003  1.0475487
 -0.11124855 -1.1538643   0.39078552  1.9116018  -1.2768724   0.23403242
  0.23489901  1.1283964  -1.2417698  -0.7305449   0.652294   -0.68329793
  0.70733756  1.7341293 ]","[ 0.52629083  0.97581017 -0.22330865 -0.44595912  0.877961    1.1423328
  1.0633918  -0.6353067   0.59635645  1.1501571  -0.23422886  0.7795689
  0.61104095  0.01444281 -0.7260111   0.12055054  0.70381427 -0.01286541
  0.4453803   0.4006328 ]",0.6856447230991597,Christopher Nolan,Win
38,It Takes Two,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-0.6501322  -0.14308621 -1.1953642   0.26823366  0.5361705   0.03623348
  0.7257972  -1.5921997   0.38222873  0.5588871  -0.04776985  0.7749131
 -0.3348587   0.9369548  -0.67277455 -0.5663726   0.2978323  -0.7257229
  0.24659102  1.1882633 ]","[-0.04873314 -0.00614823 -0.04303718  0.03580572 -0.01044801  0.0305174
 -0.02384249  0.01614004 -0.01952853 -0.04507483 -0.01494571 -0.00322362
 -0.04568661  0.00141935 -0.02700546  0.02757143 -0.02182829  0.04765102
  0.00654598 -0.01224136]",0.29234710460012236,Christopher Nolan,Win
39,Clueless,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[-0.94171315 -0.5425254  -0.60884494 -0.57399094 -0.8650936  -0.8767807
 -0.706179   -1.107343    0.46705607  3.099405   -0.40727872 -0.7686248
  0.4125052   2.548264    1.553599   -0.05398754 -3.0626948  -0.09129389
 -0.36740798  2.890065  ]","[-0.03405913 -0.03587993 -0.0229462  -0.00836041 -0.04579422 -0.02097039
 -0.01251989  0.04755365 -0.00649373  0.02278742 -0.00855357 -0.00818293
  0.02947802  0.03351488  0.00542031  0.02598574 -0.03815686  0.02622783
 -0.00825556  0.02560667]",0.9085231222996213,Christopher Nolan,Sum
40,"Cry, the Beloved Country",B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[ 0.4766184   1.2968794   0.81534076  1.1920002  -0.56226325  0.269355
 -0.13846909 -0.92077696  0.9355784   1.4356191  -0.9107945  -1.1141542
 -0.49988732  2.2931926   0.37022355 -0.21922088  0.37697825 -0.8117974
  0.4972007  -0.9428526 ]","[-0.01566097  0.00824766  0.02603469 -0.03956908 -0.01825863  0.02188281
  0.0015559   0.00438589 -0.01195585  0.03289702  0.04046512  0.04439523
 -0.01455498  0.04708095  0.01909543  0.02967325 -0.01272351 -0.022878
  0.02377072  0.00753378]",0.3915487913159086,Christopher Nolan,Aut
41,Richard III,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.23477435  1.4875373  -0.4836469   0.5317993  -0.557267   -0.19431223
  0.4798865   0.370737    0.3270789   0.1451222  -0.93131685 -0.5638628
 -0.61539567  1.3668565  -0.044982   -0.23833086 -1.0259986  -0.87579745
  0.0343328   0.6058077 ]","[-4.96254452e-02  2.77797282e-02 -3.83072980e-02 -4.50747013e-02
 -4.81911302e-02  1.79810878e-02  4.50535305e-02 -3.07708569e-02
  4.44650641e-06  2.49869237e-03  7.65702734e-03 -4.89609763e-02
  1.18741095e-02  3.32606025e-02 -1.18541662e-02 -2.56105904e-02
  4.51352969e-02 -1.89099908e-02  3.92167550e-03  1.82513595e-02]",0.5556560965833985,Christopher Nolan,Win
43,Restoration,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.25393158  0.9168088  -0.43495387 -0.6849478   0.37508562  1.2025506
  0.77848613 -0.81650835  0.18958516  0.01039363 -1.0759797   0.11107032
 -0.01573718  1.2094481  -0.88136214  0.5102442   0.15356712 -1.0348042
  1.0529199   0.43410963]","[ 0.03244247 -0.02926233 -0.00959348  0.0324583   0.00805567  0.01854441
  0.0298382   0.03812636  0.02496699 -0.01490427  0.0352268  -0.02307402
 -0.00575783 -0.00934924 -0.00590049  0.04747844 -0.00028359 -0.04205462
 -0.00648071 -0.04604317]",0.5407860312943494,Christopher Nolan,Win
45,To Die For,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-0.3107671   0.2751387  -0.31895635 -0.35804498 -0.07513066  1.4192398
 -0.6096544  -0.96365565  0.07610682  1.082195   -1.3826808  -0.37486497
  0.13625006  0.37083766 -0.12691055 -0.14301348 -0.13205409 -0.4934356
  1.4517719   0.71009433]","[-0.01653495  0.00736366 -0.01811441 -0.04074907  0.01820756 -0.04120297
 -0.00333238 -0.03075707 -0.0376487   0.04159384  0.01194873 -0.03297684
  0.02410604 -0.03471776 -0.00599304 -0.00193208 -0.0471908   0.0369109
 -0.01923778 -0.00690058]",0.80399159821849,Christopher Nolan,Aut
46,How to Make an American Quilt,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[ 0.25366616  0.93469155  0.12184161 -0.5957979   0.50053054  0.73367095
  0.3815664  -0.92659765 -0.04828372  0.7547314  -1.6997762  -0.2198401
 -0.05145183  0.6035008   0.54268885 -0.71810585  0.32777375 -0.8969705
  0.6797165   1.1774517 ]","[-0.01596888 -0.03663932 -0.00507098  0.03551521  0.03132206  0.02271741
 -0.00571696  0.00195954 -0.04281538  0.00022959 -0.03384125  0.03915159
  0.03314429 -0.02960283 -0.00702167  0.01610092 -0.02206477  0.04299719
  0.02394611  0.02313784]",0.05091905436001476,Christopher Nolan,Win
47,Seven (a.k.a. Se7en),B,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-0.99612296  1.2490534   0.87453955  1.4460185  -0.1808839   0.67381364
 -0.21316746 -1.3578526   1.6380882   0.5010862   1.2656785   0.23216657
 -0.98925716  2.1486285  -0.748267    1.834058   -0.49505812 -0.95243657
  1.7153245   0.80230755]","[ 0.0221033  -0.04209333 -0.0337801  -0.00192559 -0.02044222 -0.0352918
 -0.04201602 -0.02744473 -0.04105509 -0.00231609  0.03399825 -0.02994852
  0.02122846  0.03502996  0.04399361  0.0318148   0.01235952 -0.02180842
 -0.00951898 -0.00072212]",0.5036108399874326,Christopher Nolan,Spr
50,"Usual Suspects, The",B,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1.090453    0.6088042   0.25923264  1.1421288  -0.429457    0.82124853
  0.04089508 -0.84160584  2.274288    1.8490896  -0.10627833  0.92955613
 -0.9388358  -0.2333657  -1.7925085  -1.2291466  -1.0066756  -0.9616572
  2.869487    0.9303307 ]","[-0.01448337 -0.04103311  0.00614339 -0.03780218  0.01643087  0.01527342
  0.02792315 -0.034707   -0.00104842 -0.00136622  0.02224997  0.02804179
  0.01712925 -0.04184582 -0.00345505 -0.0453932  -0.03351187  0.04388717
  0.02905403 -0.02800147]",0.7309728986347289,Christopher Nolan,Win
52,Mighty Aphrodite,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[-0.56490844  0.767589   -1.2550325  -0.10429617 -0.9719343   1.3168634
  1.8160895  -0.7283156   0.11213017  0.17124599 -1.0353389  -1.3292646
 -0.9415248  -0.10354871 -0.6907588  -0.25470448 -0.15948683 -0.22991514
  0.6986677   1.3701769 ]","[ 0.04730188 -0.012492   -0.03998882  0.01770134  0.01360868  0.00547215
  0.03447415 -0.00583409  0.01658264  0.02431186 -0.03307774 -0.01107963
 -0.03251488 -0.02392372  0.03242176 -0.00754091  0.00452452 -0.04556928
 -0.00871891  0.03367419]",0.6870920750405078,Christopher Nolan,Aut
58,"Postman, The (Postino, Il)",B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[-0.5355342   0.3830158  -0.9359391   0.398491   -1.0602894  -0.24122602
  0.7510626  -1.178146    1.3158098   0.3972621  -1.2941666  -0.64040244
 -0.81536704 -0.02486673 -0.6597602   0.48104927 -0.11840656  0.63206464
  0.15848559  1.1446235 ]","[ 0.02418241  0.0063881   0.0306511   0.0306508  -0.04897053  0.04064479
 -0.04428279 -0.03859875 -0.00665567  0.00620554 -0.02619387  0.00063146
  0.00681871 -0.01757082 -0.00787472 -0.03338314 -0.02408126 -0.02454799
 -0.02173185  0.02239005]",0.6711710436906694,Christopher Nolan,Spr
62,Mr. Holland's Opus,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.6843477   0.95388794 -0.7902872   0.2769029  -0.4831489  -0.59301716
 -0.66472286 -1.1767104   0.6237961   0.51361597 -0.31718647 -0.7619082
 -0.9150759   0.71225756  0.36634964  0.3089041   0.01227005 -0.3677474
  0.94784343  0.04140513]","[-0.0474254  -0.03156997 -0.01684905 -0.04597828 -0.03158898  0.04027631
 -0.02571643 -0.02511304 -0.02009613  0.02901497  0.04153742 -0.01810237
  0.03231487  0.03459904 -0.04739086  0.04202457  0.04148657  0.00265788
  0.01835721 -0.02284288]",0.79961152689794,Christopher Nolan,Spr
92,Mary Reilly,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[ 0.30957505 -0.36248443  0.94143313 -0.5705499   0.12483059  0.06446848
  1.1619332  -0.57910204 -0.00898829  0.79399437 -0.7498094  -0.45118275
 -1.1649468   2.1306474   0.32777533 -0.59826493 -0.04178016 -0.05633244
  2.0412903   1.6236773 ]","[ 0.04661181 -0.04840678  0.04367694 -0.0183129   0.0226602  -0.02995439
  0.04545113  0.04093938 -0.03708808 -0.02184817  0.01637298 -0.00563509
 -0.01478304  0.02623997  0.02271794 -0.0325413   0.01237296  0.03910048
  0.04195002  0.01737034]",0.720132056771176,Christopher Nolan,Sum
96,In the Bleak Midwinter,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[ 0.31168112  0.75110716 -0.24507739  0.16829015 -0.4508378   0.37694028
  0.87571543 -0.7073946   1.4097321  -0.195937   -1.3935469  -0.35191756
  0.74008244  0.7211948   0.22183135 -0.7733349  -0.00411006 -0.3331966
 -0.56265706  1.2586553 ]","[ 0.02238024  0.00196534 -0.03841433  0.00621464 -0.02252646 -0.031502
 -0.00939264 -0.00909202  0.04017776  0.00673209 -0.03209833 -0.02627596
  0.02868528 -0.01051875  0.04718259  0.03313922 -0.0008862  -0.008002
 -0.04225459  0.01886815]",0.01989472645915727,Christopher Nolan,Spr
101,Bottle Rocket,B,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[-0.29789764  0.17222181 -0.34655908  0.05726583 -0.8267162   0.17997131
  1.0036325  -1.5985156   1.2199339   0.9706983  -0.45543906 -0.61797464
  1.8956314   0.84759974  0.20007157 -0.20889106  0.48384854 -0.17823206
  1.5553854   1.182128  ]","[ 0.00279111  0.0483873  -0.00669891  0.02396863 -0.01459416  0.03290209
  0.03628765  0.02988597 -0.0092232  -0.01935892  0.02308452 -0.03572863
  0.00332075  0.04442789  0.02188244  0.04878365  0.01132925 -0.00091485
  0.01583849  0.03035071]",0.658927155744117,Christopher Nolan,Win
104,Happy Gilmore,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.6691561   0.56964594 -0.9457762   0.12304677 -0.3299669   1.6064653
 -0.9616319  -1.7399873  -0.73896635  0.5228245  -1.1729488   0.42298734
 -1.606666    0.5917112  -1.2209858  -0.7136967   0.02371769 -1.684382
 -0.27933067  3.3964818 ]","[-0.01126301 -0.00119418  0.02726316  0.00696943 -0.03662626  0.03275266
 -0.02041116  0.02698221 -0.04858904  0.01358315 -0.01694288  0.03195195
 -0.02878994 -0.04810486  0.03569695 -0.04871633  0.03289529 -0.02798328
 -0.02981381  0.04713904]",0.7588468028156196,Christopher Nolan,Aut
107,Muppet Treasure Island,B,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-0.00282004  1.6971188  -0.80295306 -0.2471585  -0.8741508   1.1193306
  0.49537    -1.0435741   0.25667995 -0.17834899 -0.08151949 -0.033042
 -0.9901668   0.49847323 -0.49075037  0.20108534 -0.84930545 -0.14467329
 -0.44689173  0.4974477 ]","[ 0.03574659  0.02879373 -0.02882029 -0.01449279 -0.01239665  0.02704842
  0.04589507 -0.02037498 -0.01290845 -0.04379038  0.03894464  0.00204533
 -0.03788184 -0.03353729 -0.01339751  0.01513172 -0.02697163  0.01827679
 -0.03937174 -0.01618304]",0.4388632766720222,Christopher Nolan,Aut
